turn,guess,entropy,aspce_old,aspce_new,p,answer
3, crony, 2.37455, 1, 1, 0, crony
2, cutin, 2.37455, 59, 3, 0, crook
3, crock, 0.816292, 3, 1, 0.333333, crook
4, crook, 0.816292, 1, 1, 0.333333, crook
2, cross, 1.25552, 5, 1, 0.2, cross
2, cutin, 2.37455, 59, 1, 0, croup
3, croup, 2.37455, 1, 1, 0, croup
2, cutin, 2.37455, 59, 3, 0, crowd
3, crock, 0.816292, 3, 1, 0.333333, crowd
4, crowd, 0.816292, 1, 1, 0.333333, crowd
2, cutin, 2.37455, 59, 1, 0, crown
3, crown, 2.37455, 1, 1, 0, crown
2, pudic, 2.15168, 39, 1, 0, crude
3, crude, 2.15168, 1, 1, 0, crude
2, tined, 2.70047, 117, 25, 0, cruel
3, flump, 1.81192, 25, 2, 0, cruel
4, cruel, 0.46145, 2, 1, 0.5, cruel
2, glint, 2.24806, 57, 5, 0, crumb
3, crumb, 1.04844, 5, 1, 0.2, crumb
2, glint, 2.24806, 57, 5, 0, crump
3, crumb, 1.04844, 5, 1, 0.2, crump
4, crump, 1.04844, 1, 1, 0.2, crump
2, crust, 1.69152, 16, 1, 0.0625, crush
3, crush, 1.69152, 1, 1, 0.0625, crush
2, crust, 1.69152, 16, 1, 0.0625, crust
2, glint, 2.24806, 57, 1, 0, crypt
3, crypt, 2.24806, 1, 1, 0, crypt
2, clint, 2.75029, 183, 2, 0, cubic
3, civic, 0.59665, 2, 1, 0.5, cubic
4, cubic, 0.59665, 1, 1, 0.5, cubic
2, clint, 2.75029, 183, 3, 0, cumin
3, cinch, 0.816292, 3, 1, 0.333333, cumin
4, cumin, 0.816292, 1, 1, 0.333333, cumin
2, cutin, 2.37455, 59, 1, 0, curio
3, curio, 2.37455, 1, 1, 0, curio
2, glint, 2.24806, 57, 5, 0, curly
3, burly, 1.12032, 5, 1, 0.2, curly
4, curly, 1.12032, 1, 1, 0.2, curly
2, fitch, 1.58915, 13, 1, 0, curry
3, curry, 1.58915, 1, 1, 0, curry
2, centu, 1.40178, 7, 1, 0, curse
3, curse, 1.40178, 1, 1, 0, curse
2, pudic, 2.15168, 39, 1, 0, curve
3, curve, 2.15168, 1, 1, 0, curve
2, glint, 2.24806, 57, 5, 0, curvy
3, crumb, 1.04844, 5, 1, 0.2, curvy
4, curvy, 1.04844, 1, 1, 0.2, curvy
2, guilt, 2.35745, 79, 1, 0, cutie
3, cutie, 2.35745, 1, 1, 0, cutie
2, tined, 2.70047, 117, 25, 0, cyber
3, flump, 1.81192, 25, 3, 0, cyber
4, cheer, 0.681092, 3, 1, 0.333333, cyber
5, cyber, 0.681092, 1, 1, 0.333333, cyber
2, guilt, 2.35745, 79, 2, 0, cycle
3, belle, 0.59665, 2, 1, 0.5, cycle
4, cycle, 0.59665, 1, 1, 0.5, cycle
2, clint, 2.75029, 183, 3, 0, cynic
3, cinch, 0.816292, 3, 1, 0.333333, cynic
4, cynic, 0.816292, 1, 1, 0.333333, cynic
2, clint, 2.65227, 138, 15, 0, daddy
3, midgy, 1.54519, 15, 2, 0, daddy
4, daddy, 0.46145, 2, 1, 0.5, daddy
2, clint, 2.65227, 138, 3, 0, daily
3, daily, 0.816292, 3, 1, 0.333333, daily
2, humic, 1.60393, 11, 2, 0, dairy
3, dairy, 0.59665, 2, 1, 0.5, dairy
2, linty, 1.8674, 23, 1, 0, daisy
3, daisy, 1.8674, 1, 1, 0, daisy
2, clint, 2.65227, 138, 12, 0, dally
3, dampy, 1.42973, 12, 1, 0, dally
4, dally, 1.42973, 1, 1, 0, dally
2, gault, 2.16478, 40, 7, 0, dance
3, amnic, 1.26658, 7, 1, 0, dance
4, dance, 1.26658, 1, 1, 0, dance
2, clint, 2.65227, 138, 6, 0, dandy
3, dandy, 1.12301, 6, 1, 0.166667, dandy
2, clint, 2.65227, 138, 7, 0, datum
3, tabby, 1.2862, 7, 1, 0.142857, datum
4, datum, 1.2862, 1, 1, 0.142857, datum
2, clint, 2.65227, 138, 6, 0, daunt
3, dight, 1.36233, 6, 1, 0, daunt
4, daunt, 1.36233, 1, 1, 0, daunt
2, depth, 1.84991, 21, 1, 0, dealt
3, dealt, 1.84991, 1, 1, 0, dealt
2, depth, 1.84991, 21, 1, 0, death
3, death, 1.84991, 1, 1, 0, death
2, talar, 2.45898, 61, 3, 0, debar
3, cedar, 0.816292, 3, 1, 0.333333, debar
4, debar, 0.816292, 1, 1, 0.333333, debar
2, teind, 2.58176, 120, 1, 0, debit
3, debit, 2.58176, 1, 1, 0, debit
2, teind, 2.58176, 120, 2, 0, debug
3, debug, 0.59665, 2, 1, 0.5, debug
2, teind, 2.58176, 120, 2, 0, debut
3, debut, 0.59665, 2, 1, 0.5, debut
2, pleat, 2.36651, 68, 6, 0.0147059, decal
3, decal, 1.12301, 6, 1, 0.166667, decal
2, pleat, 2.36651, 68, 4, 0.0147059, decay
3, began, 0.951825, 4, 1, 0.25, decay
4, decay, 0.951825, 1, 1, 0.25, decay
2, trued, 1.67209, 13, 1, 0, decor
3, decor, 1.67209, 1, 1, 0, decor
2, demon, 1.89511, 25, 3, 0.04, decoy
3, depot, 0.816292, 3, 1, 0.333333, decoy
4, decoy, 0.816292, 1, 1, 0.333333, decoy
2, delft, 1.6886, 14, 1, 0, decry
3, decry, 1.6886, 1, 1, 0, decry
2, tined, 2.70047, 117, 5, 0, defer
3, ruder, 1.12032, 5, 2, 0.2, defer
4, defer, 0.46145, 2, 1, 0.5, defer
2, teind, 2.58176, 120, 1, 0, deign
3, deign, 2.58176, 1, 1, 0, deign
2, teind, 2.58176, 120, 1, 0, deity
3, deity, 2.58176, 1, 1, 0, deity
2, pleat, 2.36651, 68, 6, 0.0147059, delay
3, decal, 1.12301, 6, 1, 0.166667, delay
4, delay, 1.12301, 1, 1, 0.166667, delay
2, pleat, 2.36651, 68, 1, 0.0147059, delta
3, delta, 2.36651, 1, 1, 0.0147059, delta
2, guilt, 2.35745, 79, 2, 0, delve
3, delve, 0.59665, 2, 1, 0.5, delve
2, demon, 1.89511, 25, 1, 0.04, demon
2, tined, 2.70047, 117, 3, 0, demur
3, demur, 0.816292, 3, 1, 0.333333, demur
2, teind, 2.58176, 120, 1, 0, denim
3, denim, 2.58176, 1, 1, 0, denim
2, tense, 1.41444, 8, 1, 0.125, dense
3, dense, 1.41444, 1, 1, 0.125, dense
2, demon, 1.89511, 25, 3, 0.04, depot
3, depot, 0.816292, 3, 1, 0.333333, depot
2, teind, 2.58176, 120, 2, 0, depth
3, debut, 0.59665, 2, 1, 0.5, depth
4, depth, 0.59665, 1, 1, 0.5, depth
2, tined, 2.70047, 117, 3, 0, derby
3, demur, 0.816292, 3, 1, 0.333333, derby
4, derby, 0.816292, 1, 1, 0.333333, derby
2, tined, 2.70047, 117, 1, 0, deter
3, deter, 2.70047, 1, 1, 0, deter
2, demon, 1.89511, 25, 3, 0.04, detox
3, depot, 0.816292, 3, 1, 0.333333, detox
4, detox, 0.816292, 1, 1, 0.333333, detox
2, guilt, 2.35745, 79, 3, 0, deuce
3, deuce, 0.816292, 3, 1, 0.333333, deuce
2, teind, 2.58176, 120, 2, 0, devil
3, devil, 0.59665, 2, 1, 0.5, devil
2, dhuti, 1.6168, 13, 1, 0, diary
3, diary, 1.6168, 1, 1, 0, diary
2, teind, 2.58176, 120, 1, 0, dicey
3, dicey, 2.58176, 1, 1, 0, dicey
2, clint, 2.75029, 183, 5, 0, digit
3, fight, 1.21933, 5, 1, 0.2, digit
4, digit, 1.21933, 1, 1, 0.2, digit
2, clint, 2.75029, 183, 14, 0, dilly
3, dilly, 1.58888, 14, 1, 0.0714286, dilly
2, clint, 2.75029, 183, 14, 0, dimly
3, dilly, 1.58888, 14, 1, 0.0714286, dimly
4, dimly, 1.58888, 1, 1, 0.0714286, dimly
2, tined, 2.70047, 117, 1, 0, diner
3, diner, 2.70047, 1, 1, 0, diner
2, clint, 2.19647, 56, 3, 0, dingo
3, bingo, 0.816292, 3, 1, 0.333333, dingo
4, dingo, 0.816292, 1, 1, 0.333333, dingo
2, clint, 2.75029, 183, 8, 0, dingy
3, dingy, 1.27924, 8, 1, 0.125, dingy
2, bling, 1.81617, 20, 1, 0, diode
3, diode, 1.81617, 1, 1, 0, diode
2, pudic, 2.15168, 39, 3, 0, dirge
3, bride, 0.816292, 3, 1, 0.333333, dirge
4, dirge, 0.816292, 1, 1, 0.333333, dirge
2, glint, 2.24806, 57, 3, 0, dirty
3, birth, 0.816292, 3, 1, 0.333333, dirty
4, dirty, 0.816292, 1, 1, 0.333333, dirty
2, gloss, 1.37005, 7, 2, 0.142857, disco
3, bison, 0.59665, 2, 1, 0.5, disco
4, disco, 0.59665, 1, 1, 0.5, disco
2, clint, 2.75029, 183, 5, 0, ditch
3, howdy, 1.16474, 5, 1, 0, ditch
4, ditch, 1.16474, 1, 1, 0, ditch
2, clint, 2.19647, 56, 1, 0, ditto
3, ditto, 2.19647, 1, 1, 0, ditto
2, clint, 2.75029, 183, 9, 0, ditty
3, ditty, 1.37298, 9, 1, 0.111111, ditty
2, tined, 2.70047, 117, 4, 0, diver
3, cider, 1.04167, 4, 1, 0.25, diver
4, diver, 1.04167, 1, 1, 0.25, diver
2, clint, 2.75029, 183, 10, 0, dizzy
3, fudgy, 1.41048, 10, 1, 0, dizzy
4, dizzy, 1.41048, 1, 1, 0, dizzy
2, cloud, 1.50974, 10, 1, 0, dodge
3, dodge, 1.50974, 1, 1, 0, dodge
2, culty, 2.5231, 87, 15, 0, dodgy
3, goody, 1.62035, 15, 1, 0.0666667, dodgy
4, dodgy, 1.62035, 1, 1, 0.0666667, dodgy
2, liman, 1.86057, 21, 2, 0, dogma
3, dogma, 0.59665, 2, 1, 0.5, dogma
2, culty, 2.5231, 87, 3, 0, doing
3, doing, 0.816292, 3, 1, 0.333333, doing
2, culty, 2.5231, 87, 6, 0, dolly
3, defog, 1.27983, 6, 1, 0, dolly
4, dolly, 1.27983, 1, 1, 0, dolly
2, cyton, 1.95353, 26, 2, 0, donor
3, donor, 0.59665, 2, 1, 0.5, donor
2, -1, 117, 117, 0, miner
2, ERROR, 1000, 87, 87, 0, donut
3, ERROR, 1000, 87, 87, 0, donut
4, ERROR, 1000, 87, 87, 0, donut
2, culty, 2.5231, 87, 4, 0, donut
3, donut, 0.951825, 4, 1, 0.25, donut
2, meynt, 2.00882, 26, 3, 0, dopey
3, covey, 0.936092, 3, 2, 0.333333, dopey
4, dopey, 0.46145, 2, 1, 0.5, dopey
2, culty, 2.5231, 87, 4, 0, doubt
3, donut, 0.951825, 4, 1, 0.25, doubt
4, doubt, 0.951825, 1, 1, 0.25, doubt
2, culty, 2.5231, 87, 8, 0, dough
3, bumph, 1.35193, 8, 1, 0, dough
4, dough, 1.35193, 1, 1, 0, dough
2, culty, 2.5231, 87, 15, 0, dowdy
3, goody, 1.62035, 15, 2, 0.0666667, dowdy
4, dowdy, 0.46145, 2, 1, 0.5, dowdy
2, meynt, 2.00882, 26, 4, 0, dowel
3, bowel, 1.04167, 4, 2, 0.25, dowel
4, dowel, 0.46145, 2, 1, 0.5, dowel
2, culty, 2.5231, 87, 15, 0, downy
3, goody, 1.62035, 15, 1, 0.0666667, downy
4, downy, 1.62035, 1, 1, 0.0666667, downy
2, dowry, 1.31811, 6, 1, 0.166667, dowry
2, meynt, 2.00882, 26, 5, 0, dozen
3, woven, 1.04844, 5, 1, 0.2, dozen
4, dozen, 1.04844, 1, 1, 0.2, dozen
2, clint, 2.11746, 40, 2, 0, draft
3, draft, 0.59665, 2, 1, 0.5, draft
2, clint, 2.11746, 40, 3, 0, drain
3, brain, 0.936092, 3, 2, 0.333333, drain
4, drain, 0.46145, 2, 1, 0.5, drain
2, diact, 1.93351, 19, 2, 0, drake
3, drake, 0.59665, 2, 1, 0.5, drake
2, clint, 2.11746, 40, 4, 0, drama
3, drama, 1.04167, 4, 1, 0.25, drama
2, clint, 2.11746, 40, 5, 0, drank
3, brand, 1.12032, 5, 1, 0.2, drank
4, drank, 1.12032, 1, 1, 0.2, drank
2, diact, 1.93351, 19, 2, 0, drape
3, drake, 0.59665, 2, 1, 0.5, drape
4, drape, 0.59665, 1, 1, 0.5, drape
2, clint, 2.11746, 40, 2, 0, drawl
3, brawl, 0.59665, 2, 1, 0.5, drawl
4, drawl, 0.59665, 1, 1, 0.5, drawl
2, clint, 2.11746, 40, 3, 0, drawn
3, brawn, 0.936092, 3, 2, 0.333333, drawn
4, drawn, 0.46145, 2, 1, 0.5, drawn
2, talar, 2.45898, 61, 11, 0, dread
3, becke, 1.46873, 11, 2, 0, dread
4, dread, 0.46145, 2, 1, 0.5, dread
2, talar, 2.45898, 61, 11, 0, dream
3, becke, 1.46873, 11, 2, 0, dream
4, dread, 0.46145, 2, 1, 0.5, dream
5, dream, 0.46145, 1, 1, 0.5, dream
2, richt, 1.72831, 15, 2, 0, dress
3, dress, 0.59665, 2, 1, 0.5, dress
2, tined, 2.70047, 117, 4, 0, dried
3, decaf, 1.0972, 4, 1, 0, dried
4, dried, 1.0972, 1, 1, 0, dried
2, tined, 2.70047, 117, 2, 0, drier
3, drier, 0.59665, 2, 1, 0.5, drier
2, glint, 2.24806, 57, 1, 0, drift
3, drift, 2.24806, 1, 1, 0, drift
2, glint, 2.24806, 57, 3, 0, drill
3, drill, 0.936092, 3, 1, 0.333333, drill
2, glint, 2.24806, 57, 3, 0, drink
3, brink, 0.816292, 3, 1, 0.333333, drink
4, drink, 0.816292, 1, 1, 0.333333, drink
2, pudic, 2.15168, 39, 3, 0, drive
3, bride, 0.816292, 3, 1, 0.333333, drive
4, drive, 0.816292, 1, 1, 0.333333, drive
2, cutin, 2.37455, 59, 2, 0, droit
3, droit, 0.59665, 2, 1, 0.5, droit
2, cutin, 2.37455, 59, 12, 0, droll
3, droop, 1.48242, 12, 1, 0.0833333, droll
4, droll, 1.48242, 1, 1, 0.0833333, droll
2, pownd, 1.79128, 14, 1, 0, drone
3, drone, 1.79128, 1, 1, 0, drone
2, cutin, 2.37455, 59, 12, 0, drool
3, droop, 1.48242, 12, 1, 0.0833333, drool
4, drool, 1.48242, 1, 1, 0.0833333, drool
2, cutin, 2.37455, 59, 12, 0, droop
3, droop, 1.48242, 12, 1, 0.0833333, droop
2, cross, 1.25552, 5, 2, 0.2, dross
3, dross, 0.59665, 2, 1, 0.5, dross
2, pownd, 1.79128, 14, 2, 0, drove
3, drove, 0.59665, 2, 1, 0.5, drove
2, cutin, 2.37455, 59, 4, 0, drown
3, badge, 1.0972, 4, 1, 0, drown
4, drown, 1.0972, 1, 1, 0, drown
2, culty, 2.5231, 87, 4, 0, donut
3, donut, 0.951825, 4, 1, 0.25, donut
2, meynt, 2.00882, 26, 3, 0, dopey
3, covey, 0.936092, 3, 2, 0.333333, dopey
4, dopey, 0.46145, 2, 1, 0.5, dopey
2, culty, 2.5231, 87, 4, 0, doubt
3, donut, 0.951825, 4, 1, 0.25, doubt
4, doubt, 0.951825, 1, 1, 0.25, doubt
2, culty, 2.5231, 87, 8, 0, dough
3, bumph, 1.35193, 8, 1, 0, dough
4, dough, 1.35193, 1, 1, 0, dough
2, culty, 2.5231, 87, 4, 0, donut
3, donut, 0.951825, 4, 1, 0.25, donut
2, meynt, 2.00882, 26, 3, 0, dopey
3, covey, 0.936092, 3, 2, 0.333333, dopey
4, dopey, 0.46145, 2, 1, 0.5, dopey
2, culty, 2.5231, 87, 4, 0, donut
3, donut, 0.951825, 4, 1, 0.25, donut
2, meynt, 2.00882, 26, 3, 0, dopey
3, covey, 0.936092, 3, 2, 0.333333, dopey
4, dopey, 0.46145, 2, 1, 0.5, dopey
2, culty, 2.5231, 87, 4, 0, doubt
3, donut, 0.951825, 4, 1, 0.25, doubt
4, doubt, 0.951825, 1, 1, 0.25, doubt
2, culty, 2.5231, 87, 4, 0, donut
3, donut, 0.951825, 4, 1, 0.25, donut
2, meynt, 2.00882, 26, 3, 0, dopey
3, covey, 0.936092, 3, 2, 0.333333, dopey
4, dopey, 0.46145, 2, 1, 0.5, dopey
2, pilot, 2.22415, 55, 2, 0, donut
3, donut, 0.59665, 2, 1, 0.5, donut
2, spilt, 2.58155, 127, 1, 0, dopey
3, dopey, 2.58155, 1, 1, 0, dopey
2, slipt, 2.92368, 263, 2, 0, doubt
3, doubt, 0.59665, 2, 1, 0.5, doubt
2, slipt, 2.92368, 263, 25, 0, dough
3, dough, 1.74363, 25, 1, 0.04, dough
2, slipt, 2.92368, 263, 25, 0, dowdy
3, dough, 1.74363, 25, 1, 0.04, dowdy
4, dowdy, 1.74363, 1, 1, 0.04, dowdy
2, spilt, 2.58155, 127, 16, 0, dowel
3, bevel, 1.53386, 16, 3, 0.0625, dowel
4, dowel, 0.681092, 3, 1, 0.333333, dowel
2, gouts, 2.24559, 58, 1, 0, downy
3, downy, 2.24559, 1, 1, 0, downy
2, shout, 2.39824, 90, 9, 0, dowry
3, lorry, 1.27804, 9, 1, 0.111111, dowry
4, dowry, 1.27804, 1, 1, 0.111111, dowry
2, timon, 2.30015, 58, 4, 0, dozen
3, woken, 0.951825, 4, 1, 0.25, dozen
4, dozen, 0.951825, 1, 1, 0.25, dozen
2, glits, 1.83624, 22, 2, 0, draft
3, draft, 0.59665, 2, 1, 0.5, draft
2, betid, 1.40178, 7, 1, 0, drain
3, drain, 1.40178, 1, 1, 0, drain
2, dempt, 1.77728, 13, 1, 0, drake
3, drake, 1.77728, 1, 1, 0, drake
2, glits, 1.83624, 22, 3, 0, drama
3, drama, 0.816292, 3, 1, 0.333333, drama
2, grand, 1.31811, 6, 1, 0.166667, drank
3, drank, 1.31811, 1, 1, 0.166667, drank
2, dempt, 1.77728, 13, 1, 0, drape
3, drape, 1.77728, 1, 1, 0, drape
2, glits, 1.83624, 22, 2, 0, drawl
3, brawl, 0.59665, 2, 1, 0.5, drawl
4, drawl, 0.59665, 1, 1, 0.5, drawl
2, betid, 1.40178, 7, 1, 0, drawn
3, drawn, 1.40178, 1, 1, 0, drawn
2, tabid, 1.51778, 9, 1, 0, dread
3, dread, 1.51778, 1, 1, 0, dread
2, tabid, 1.51778, 9, 1, 0, dream
3, dream, 1.51778, 1, 1, 0, dream
2, diets, 1.86891, 22, 1, 0, dress
3, dress, 1.86891, 1, 1, 0, dress
2, diets, 1.86891, 22, 2, 0, dried
3, dried, 0.59665, 2, 1, 0.5, dried
2, diets, 1.86891, 22, 2, 0, drier
3, dried, 0.59665, 2, 1, 0.5, drier
4, drier, 0.59665, 1, 1, 0.5, drier
2, pilot, 2.19142, 51, 3, 0, drift
3, drift, 0.816292, 3, 1, 0.333333, drift
2, pilot, 2.19142, 51, 4, 0, drill
3, defog, 1.0972, 4, 1, 0, drill
4, drill, 1.0972, 1, 1, 0, drill
2, bigot, 1.73377, 17, 1, 0, drink
3, drink, 1.73377, 1, 1, 0, drink
2, dript, 1.95805, 26, 1, 0, drive
3, drive, 1.95805, 1, 1, 0, drive
