turn,guess,entropy,aspce_old,aspce_new,p,answer
3, goody, 1.62035, 15, 3, 0.0666667, booby
4, booby, 0.681092, 3, 1, 0.333333, booby
2, jumby, 1.71339, 15, 1, 0, boost
3, boost, 1.71339, 1, 1, 0, boost
2, culty, 2.5231, 87, 4, 0, booth
3, booth, 0.951825, 4, 1, 0.25, booth
2, culty, 2.5231, 87, 1, 0, booty
3, booty, 2.5231, 1, 1, 0, booty
2, cloud, 1.50974, 10, 1, 0, booze
3, booze, 1.50974, 1, 1, 0, booze
2, culty, 2.5231, 87, 15, 0, boozy
3, goody, 1.62035, 15, 3, 0.0666667, boozy
4, booby, 0.681092, 3, 1, 0.333333, boozy
5, boozy, 0.681092, 1, 1, 0.333333, boozy
2, moral, 1.41444, 8, 2, 0.125, borax
3, borax, 0.59665, 2, 1, 0.5, borax
2, forge, 1.49311, 9, 2, 0.111111, borne
3, borne, 0.59665, 2, 1, 0.5, borne
2, jumby, 1.71339, 15, 1, 0, bosom
3, bosom, 1.71339, 1, 1, 0, bosom
2, jumby, 1.71339, 15, 1, 0, bossy
3, bossy, 1.71339, 1, 1, 0, bossy
2, culty, 2.5231, 87, 5, 0, botch
3, notch, 1.12032, 5, 1, 0.2, botch
4, botch, 1.12032, 1, 1, 0.2, botch
2, culty, 2.5231, 87, 8, 0, bough
3, bumph, 1.35193, 8, 1, 0, bough
4, bough, 1.35193, 1, 1, 0, bough
2, cloud, 1.50974, 10, 1, 0, boule
3, boule, 1.50974, 1, 1, 0, boule
2, culty, 2.5231, 87, 8, 0, bound
3, bumph, 1.35193, 8, 1, 0, bound
4, bound, 1.35193, 1, 1, 0, bound
2, meynt, 2.00882, 26, 4, 0, bowel
3, bowel, 1.04167, 4, 1, 0.25, bowel
2, rewth, 2.10194, 22, 9, 0, boxer
3, black, 1.51746, 9, 1, 0, boxer
4, boxer, 1.51746, 1, 1, 0, boxer
2, diact, 1.93351, 19, 2, 0, brace
3, brace, 0.59665, 2, 1, 0.5, brace
2, clint, 2.11746, 40, 1, 0, braid
3, braid, 2.11746, 1, 1, 0, braid
2, clint, 2.11746, 40, 3, 0, brain
3, brain, 0.936092, 3, 1, 0.333333, brain
2, diact, 1.93351, 19, 6, 0, brake
3, grave, 1.24281, 6, 2, 0.166667, brake
4, brake, 0.46145, 2, 1, 0.5, brake
2, clint, 2.11746, 40, 5, 0, brand
3, brand, 1.12032, 5, 1, 0.2, brand
2, bachs, 1.40178, 7, 1, 0, brash
3, brash, 1.40178, 1, 1, 0, brash
2, bachs, 1.40178, 7, 1, 0, brass
3, brass, 1.40178, 1, 1, 0, brass
2, diact, 1.93351, 19, 6, 0, brave
3, grave, 1.24281, 6, 1, 0.166667, brave
4, brave, 1.24281, 1, 1, 0.166667, brave
2, bravo, 1.24281, 1, 1, 0.166667, bravo
2, clint, 2.11746, 40, 2, 0, brawl
3, brawl, 0.59665, 2, 1, 0.5, brawl
2, clint, 2.11746, 40, 3, 0, brawn
3, brawn, 0.936092, 3, 1, 0.333333, brawn
2, talar, 2.45898, 61, 11, 0, bread
3, becke, 1.46873, 11, 1, 0, bread
4, bread, 1.46873, 1, 1, 0, bread
2, talar, 2.45898, 61, 11, 0, break
3, becke, 1.46873, 11, 1, 0, break
4, break, 1.46873, 1, 1, 0, break
2, tined, 2.70047, 117, 4, 0, breed
3, befog, 1.0972, 4, 1, 0, breed
4, breed, 1.0972, 1, 1, 0, breed
2, riyal, 2.15427, 42, 3, 0, briar
3, briar, 0.816292, 3, 1, 0.333333, briar
2, pudic, 2.15168, 39, 7, 0, bribe
3, tribe, 1.18351, 7, 1, 0.142857, bribe
4, bribe, 1.18351, 1, 1, 0.142857, bribe
2, glint, 2.24806, 57, 5, 0, brick
3, crimp, 1.04844, 5, 1, 0.2, brick
4, brick, 1.04844, 1, 1, 0.2, brick
2, pudic, 2.15168, 39, 3, 0, bride
3, bride, 0.816292, 3, 1, 0.333333, bride
2, tined, 2.70047, 117, 5, 0, brief
3, brief, 1.04844, 5, 1, 0.2, brief
2, pudic, 2.15168, 39, 7, 0, brine
3, tribe, 1.18351, 7, 1, 0.142857, brine
4, brine, 1.18351, 1, 1, 0.142857, brine
2, glint, 2.24806, 57, 2, 0, bring
3, bring, 0.59665, 2, 1, 0.5, bring
2, glint, 2.24806, 57, 3, 0, brink
3, brink, 0.816292, 3, 1, 0.333333, brink
2, glint, 2.24806, 57, 3, 0, briny
3, brink, 0.816292, 3, 1, 0.333333, briny
4, briny, 0.816292, 1, 1, 0.333333, briny
2, crust, 1.69152, 16, 3, 0.0625, brisk
3, brisk, 0.816292, 3, 1, 0.333333, brisk
2, baron, 1.99027, 27, 1, 0.037037, broad
3, broad, 1.99027, 1, 1, 0.037037, broad
2, cutin, 2.37455, 59, 1, 0, broil
3, broil, 2.37455, 1, 1, 0, broil
2, pownd, 1.79128, 14, 4, 0, broke
3, grove, 1.04167, 4, 2, 0.25, broke
4, broke, 0.46145, 2, 1, 0.5, broke
2, cutin, 2.37455, 59, 12, 0, brood
3, droop, 1.48242, 12, 1, 0.0833333, brood
4, brood, 1.48242, 1, 1, 0.0833333, brood
2, cutin, 2.37455, 59, 12, 0, brook
3, droop, 1.48242, 12, 3, 0.0833333, brook
4, brook, 0.681092, 3, 1, 0.333333, brook
2, cutin, 2.37455, 59, 12, 0, broom
3, droop, 1.48242, 12, 3, 0.0833333, broom
4, brook, 0.681092, 3, 1, 0.333333, broom
5, broom, 0.681092, 1, 1, 0.333333, broom
2, cutin, 2.37455, 59, 6, 0, broth
3, throb, 1.12301, 6, 1, 0.166667, broth
4, broth, 1.12301, 1, 1, 0.166667, broth
2, cutin, 2.37455, 59, 4, 0, brown
3, badge, 1.0972, 4, 1, 0, brown
4, brown, 1.0972, 1, 1, 0, brown
2, glint, 2.24806, 57, 2, 0, brunt
3, brunt, 0.59665, 2, 1, 0.5, brunt
2, crust, 1.69152, 16, 1, 0.0625, brush
3, brush, 1.69152, 1, 1, 0.0625, brush
2, pudic, 2.15168, 39, 2, 0, brute
3, brute, 0.59665, 2, 1, 0.5, brute
2, clint, 2.75029, 183, 15, 0, buddy
3, dumpy, 1.53038, 15, 1, 0.0666667, buddy
4, buddy, 1.53038, 1, 1, 0.0666667, buddy
2, guilt, 2.35745, 79, 5, 0, budge
3, budge, 1.21933, 5, 1, 0.2, budge
2, clint, 2.75029, 183, 15, 0, buggy
3, dumpy, 1.53038, 15, 2, 0.0666667, buggy
4, buggy, 0.46145, 2, 1, 0.5, buggy
2, guilt, 2.35745, 79, 1, 0, bugle
3, bugle, 2.35745, 1, 1, 0, bugle
2, clint, 2.75029, 183, 3, 0, build
3, build, 0.816292, 3, 1, 0.333333, build
2, clint, 2.75029, 183, 3, 0, built
3, built, 0.936092, 3, 1, 0.333333, built
2, guilt, 2.35745, 79, 2, 0, bulge
3, bulge, 0.59665, 2, 1, 0.5, bulge
2, clint, 2.75029, 183, 8, 0, bulky
3, bully, 1.34112, 8, 1, 0.125, bulky
4, bulky, 1.34112, 1, 1, 0.125, bulky
2, clint, 2.75029, 183, 8, 0, bully
3, bully, 1.34112, 8, 1, 0.125, bully
2, clint, 2.75029, 183, 4, 0, bunch
3, abamp, 1.0972, 4, 1, 0, bunch
4, bunch, 1.0972, 1, 1, 0, bunch
2, clint, 2.75029, 183, 2, 0, bunny
3, bunny, 0.59665, 2, 1, 0.5, bunny
2, glint, 2.24806, 57, 5, 0, burly
3, burly, 1.12032, 5, 1, 0.2, burly
2, glint, 2.24806, 57, 2, 0, burnt
3, brunt, 0.59665, 2, 1, 0.5, burnt
4, burnt, 0.59665, 1, 1, 0.5, burnt
2, crust, 1.69152, 16, 1, 0.0625, burst
3, burst, 1.69152, 1, 1, 0.0625, burst
2, teugh, 1.78682, 19, 1, 0, bused
3, bused, 1.78682, 1, 1, 0, bused
2, mythi, 2.01414, 33, 2, 0, bushy
3, bushy, 0.59665, 2, 1, 0.5, bushy
2, clint, 2.75029, 183, 3, 0, butch
3, butch, 0.936092, 3, 1, 0.333333, butch
2, guilt, 2.35745, 79, 1, 0, butte
3, butte, 2.35745, 1, 1, 0, butte
2, clint, 2.19647, 56, 4, 0, buxom
3, gumbo, 0.951825, 4, 1, 0.25, buxom
4, buxom, 0.951825, 1, 1, 0.25, buxom
2, tined, 2.70047, 117, 25, 0, buyer
3, flump, 1.81192, 25, 2, 0, buyer
4, buyer, 0.46145, 2, 1, 0.5, buyer
2, clint, 2.65227, 138, 12, 0, bylaw
3, dampy, 1.42973, 12, 1, 0, bylaw
4, bylaw, 1.42973, 1, 1, 0, bylaw
2, clint, 2.65227, 138, 2, 0, cabal
3, cabal, 0.59665, 2, 1, 0.5, cabal
2, clint, 2.65227, 138, 2, 0, cabby
3, cabby, 0.59665, 2, 1, 0.5, cabby
2, clint, 2.65227, 138, 1, 0, cabin
3, cabin, 2.65227, 1, 1, 0, cabin
2, gault, 2.16478, 40, 4, 0, cable
3, cable, 1.04167, 4, 1, 0.25, cable
2, cloot, 2.14755, 44, 1, 0, cacao
3, cacao, 2.14755, 1, 1, 0, cacao
2, gault, 2.16478, 40, 7, 0, cache
3, amnic, 1.26658, 7, 1, 0, cache
4, cache, 1.26658, 1, 1, 0, cache
2, clint, 2.65227, 138, 1, 0, cacti
3, cacti, 2.65227, 1, 1, 0, cacti
2, clint, 2.65227, 138, 2, 0, caddy
3, cabby, 0.59665, 2, 1, 0.5, caddy
4, caddy, 0.59665, 1, 1, 0.5, caddy
2, pleat, 2.36651, 68, 2, 0.0147059, cadet
3, cadet, 0.59665, 2, 1, 0.5, cadet
2, pleat, 2.36651, 68, 7, 0.0147059, cagey
3, annex, 1.23485, 7, 1, 0.142857, cagey
4, cagey, 1.23485, 1, 1, 0.142857, cagey
2, humic, 1.60393, 11, 1, 0, cairn
3, cairn, 1.60393, 1, 1, 0, cairn
2, pleat, 2.36651, 68, 10, 0.0147059, camel
3, angel, 1.40184, 10, 3, 0.1, camel
4, camel, 0.800892, 3, 1, 0.333333, camel
2, cameo, 1.08703, 4, 1, 0.25, cameo
2, clint, 2.65227, 138, 1, 0, canal
3, canal, 2.65227, 1, 1, 0, canal
2, clint, 2.65227, 138, 1, 0, candy
3, candy, 2.65227, 1, 1, 0, candy
2, clint, 2.65227, 138, 1, 0, canny
3, canny, 2.65227, 1, 1, 0, canny
2, bundt, 1.4422, 8, 1, 0, canoe
3, canoe, 1.4422, 1, 1, 0, canoe
2, cloot, 2.14755, 44, 1, 0, canon
3, canon, 2.14755, 1, 1, 0, canon
2, talar, 2.45898, 61, 15, 0, caper
3, pigmy, 1.68427, 15, 1, 0, caper
4, caper, 1.68427, 1, 1, 0, caper
2, clint, 2.65227, 138, 1, 0, caput
3, caput, 2.65227, 1, 1, 0, caput
2, riyal, 2.15427, 42, 2, 0, carat
3, carat, 0.59665, 2, 1, 0.5, carat
2, baron, 1.99027, 27, 1, 0.037037, cargo
3, cargo, 1.99027, 1, 1, 0.037037, cargo
2, baron, 1.99027, 27, 2, 0.037037, carol
3, carol, 0.59665, 2, 1, 0.5, carol
2, humic, 1.60393, 11, 1, 0, carry
3, carry, 1.60393, 1, 1, 0, carry
2, barge, 1.37005, 7, 2, 0.142857, carve
3, carve, 0.59665, 2, 1, 0.5, carve
2, thump, 1.77035, 15, 3, 0, caste
3, baste, 0.936092, 3, 2, 0.333333, caste
4, caste, 0.46145, 2, 1, 0.5, caste
2, clint, 2.65227, 138, 2, 0, catch
3, catch, 0.59665, 2, 1, 0.5, catch
2, talar, 2.45898, 61, 4, 0, cater
3, beech, 1.0972, 4, 1, 0, cater
4, cater, 1.0972, 1, 1, 0, cater
2, clint, 2.65227, 138, 2, 0, catty
3, catch, 0.59665, 2, 1, 0.5, catty
4, catty, 0.59665, 1, 1, 0.5, catty
2, clint, 2.65227, 138, 2, 0, caulk
3, cabal, 0.59665, 2, 1, 0.5, caulk
4, caulk, 0.59665, 1, 1, 0.5, caulk
2, thump, 1.77035, 15, 2, 0, cause
3, abuse, 0.59665, 2, 1, 0.5, cause
4, cause, 0.59665, 1, 1, 0.5, cause
2, clint, 2.65227, 138, 1, 0, cavil
3, cavil, 2.65227, 1, 1, 0, cavil
2, belch, 1.40178, 7, 1, 0, cease
3, cease, 1.40178, 1, 1, 0, cease
2, talar, 2.45898, 61, 3, 0, cedar
3, cedar, 0.816292, 3, 1, 0.333333, cedar
2, demon, 1.89511, 25, 3, 0.04, cello
3, cello, 0.816292, 3, 1, 0.333333, cello
2, glitz, 2.11346, 28, 8, 0, chafe
3, heave, 1.27924, 8, 1, 0.125, chafe
4, chafe, 1.27924, 1, 1, 0.125, chafe
2, clink, 2.05971, 40, 2, 0, chaff
3, chaff, 0.59665, 2, 1, 0.5, chaff
2, clink, 2.05971, 40, 1, 0, chain
3, chain, 2.05971, 1, 1, 0, chain
2, clint, 2.11746, 40, 1, 0, chair
3, chair, 2.11746, 1, 1, 0, chair
2, clink, 2.05971, 40, 1, 0, chalk
3, chalk, 2.05971, 1, 1, 0, chalk
2, clink, 2.05971, 40, 2, 0, champ
3, chaff, 0.59665, 2, 1, 0.5, champ
4, champ, 0.59665, 1, 1, 0.5, champ
2, clink, 2.05971, 40, 1, 0, chant
3, chant, 2.05971, 1, 1, 0, chant
2, chaos, 2.05971, 1, 1, 0, chaos
2, dhuti, 1.6168, 13, 1, 0, chard
3, chard, 1.6168, 1, 1, 0, chard
2, dhuti, 1.6168, 13, 2, 0, charm
3, charm, 0.59665, 2, 1, 0.5, charm
2, dhuti, 1.6168, 13, 1, 0, chart
3, chart, 1.6168, 1, 1, 0, chart
2, belch, 1.40178, 7, 1, 0, chase
3, chase, 1.40178, 1, 1, 0, chase
2, chals, 1.69829, 14, 1, 0, chasm
3, chasm, 1.69829, 1, 1, 0, chasm
2, pleat, 2.36651, 68, 1, 0.0147059, cheap
3, cheap, 2.36651, 1, 1, 0.0147059, cheap
2, pleat, 2.36651, 68, 2, 0.0147059, cheat
3, cheat, 0.59665, 2, 1, 0.5, cheat
2, teind, 2.58176, 120, 10, 0, check
3, excel, 1.31639, 10, 1, 0.1, check
4, check, 1.31639, 1, 1, 0.1, check
2, teind, 2.58176, 120, 10, 0, cheek
3, excel, 1.31639, 10, 1, 0.1, cheek
4, cheek, 1.31639, 1, 1, 0.1, cheek
2, tined, 2.70047, 117, 25, 0, cheer
3, flump, 1.81192, 25, 3, 0, cheer
4, cheer, 0.681092, 3, 1, 0.333333, cheer
2, teugh, 1.78682, 19, 1, 0, chess
3, chess, 1.78682, 1, 1, 0, chess
2, teugh, 1.78682, 19, 1, 0, chest
3, chest, 1.78682, 1, 1, 0, chest
2, clint, 2.75029, 183, 1, 0, chick
3, chick, 2.75029, 1, 1, 0, chick
2, guilt, 2.35745, 79, 4, 0, chide
3, chide, 0.951825, 4, 1, 0.25, chide
2, teind, 2.58176, 120, 1, 0, chief
3, chief, 2.58176, 1, 1, 0, chief
2, clint, 2.75029, 183, 3, 0, child
3, child, 0.936092, 3, 1, 0.333333, child
2, clint, 2.75029, 183, 3, 0, chili
3, child, 0.936092, 3, 2, 0.333333, chili
4, chili, 0.46145, 2, 1, 0.5, chili
2, clint, 2.75029, 183, 3, 0, chill
3, child, 0.936092, 3, 2, 0.333333, chill
4, chili, 0.46145, 2, 1, 0.5, chill
5, chill, 0.46145, 1, 1, 0.5, chill
2, guilt, 2.35745, 79, 4, 0, chime
3, chide, 0.951825, 4, 1, 0.25, chime
4, chime, 0.951825, 1, 1, 0.25, chime
2, clint, 2.65227, 138, 1, 0, china
3, china, 2.65227, 1, 1, 0, china
2, fitch, 1.58915, 13, 1, 0, chirp
3, chirp, 1.58915, 1, 1, 0, chirp
2, clint, 2.19647, 56, 1, 0, chock
3, chock, 2.19647, 1, 1, 0, chock
2, cutin, 2.37455, 59, 1, 0, choir
3, choir, 2.37455, 1, 1, 0, choir
2, bling, 1.81617, 20, 3, 0, choke
3, choke, 0.816292, 3, 1, 0.333333, choke
2, chord, 1.41444, 8, 1, 0.125, chord
2, chore, 0.73185, 2, 1, 0.5, chore
2, chose, 1.25552, 5, 1, 0.2, chose
2, clint, 2.75029, 183, 2, 0, chuck
3, chuck, 0.59665, 2, 1, 0.5, chuck
2, clint, 2.75029, 183, 2, 0, chump
3, chuck, 0.59665, 2, 1, 0.5, chump
4, chump, 0.59665, 1, 1, 0.5, chump
2, clint, 2.75029, 183, 1, 0, chunk
3, chunk, 2.75029, 1, 1, 0, chunk
2, fitch, 1.58915, 13, 1, 0, churn
3, churn, 1.58915, 1, 1, 0, churn
2, guilt, 2.35745, 79, 2, 0, chute
3, chute, 0.59665, 2, 1, 0.5, chute
2, tined, 2.70047, 117, 4, 0, cider
3, cider, 1.04167, 4, 1, 0.25, cider
2, riyal, 2.15427, 42, 2, 0, cigar
3, cigar, 0.59665, 2, 1, 0.5, cigar
2, clint, 2.75029, 183, 3, 0, cinch
3, cinch, 0.816292, 3, 1, 0.333333, cinch
2, riyal, 2.15427, 42, 1, 0, circa
3, circa, 2.15427, 1, 1, 0, circa
2, clint, 2.75029, 183, 2, 0, civic
3, civic, 0.59665, 2, 1, 0.5, civic
2, clint, 2.75029, 183, 1, 0, civil
3, civil, 2.75029, 1, 1, 0, civil
2, clink, 2.05971, 40, 1, 0, clack
3, clack, 2.05971, 1, 1, 0, clack
2, clink, 2.05971, 40, 1, 0, claim
3, claim, 2.05971, 1, 1, 0, claim
2, clink, 2.05971, 40, 1, 0, clamp
3, clamp, 2.05971, 1, 1, 0, clamp
2, clink, 2.05971, 40, 1, 0, clang
3, clang, 2.05971, 1, 1, 0, clang
2, clink, 2.05971, 40, 1, 0, clank
3, clank, 2.05971, 1, 1, 0, clank
2, chals, 1.69829, 14, 1, 0, clash
3, clash, 1.69829, 1, 1, 0, clash
2, chals, 1.69829, 14, 1, 0, clasp
3, clasp, 1.69829, 1, 1, 0, clasp
2, chals, 1.69829, 14, 1, 0, class
3, class, 1.69829, 1, 1, 0, class
2, pleat, 2.36651, 68, 4, 0.0147059, clean
3, glean, 0.951825, 4, 1, 0.25, clean
4, clean, 0.951825, 1, 1, 0.25, clean
2, talar, 2.45898, 61, 1, 0, clear
3, clear, 2.45898, 1, 1, 0, clear
2, pleat, 2.36651, 68, 2, 0.0147059, cleat
3, bleat, 0.59665, 2, 1, 0.5, cleat
4, cleat, 0.59665, 1, 1, 0.5, cleat
2, teind, 2.58176, 120, 6, 0, cleft
3, cleft, 1.12301, 6, 1, 0.166667, cleft
2, delft, 1.6886, 14, 1, 0, clerk
3, clerk, 1.6886, 1, 1, 0, clerk
2, clint, 2.75029, 183, 3, 0, click
3, click, 0.936092, 3, 1, 0.333333, click
2, clint, 2.75029, 183, 3, 0, cliff
3, click, 0.936092, 3, 2, 0.333333, cliff
4, cliff, 0.46145, 2, 1, 0.5, cliff
2, clint, 2.75029, 183, 3, 0, climb
3, click, 0.936092, 3, 2, 0.333333, climb
4, cliff, 0.46145, 2, 1, 0.5, climb
5, climb, 0.46145, 1, 1, 0.5, climb
2, clint, 2.75029, 183, 2, 0, cling
3, cling, 0.59665, 2, 1, 0.5, cling
2, clint, 2.75029, 183, 2, 0, clink
3, cling, 0.59665, 2, 1, 0.5, clink
4, clink, 0.59665, 1, 1, 0.5, clink
2, cloot, 2.14755, 44, 1, 0, cloak
3, cloak, 2.14755, 1, 1, 0, cloak
2, clint, 2.19647, 56, 2, 0, clock
3, clock, 0.59665, 2, 1, 0.5, clock
2, bling, 1.81617, 20, 1, 0, clone
3, clone, 1.81617, 1, 1, 0, clone
2, chose, 1.25552, 5, 1, 0.2, close
3, close, 1.25552, 1, 1, 0.2, close
2, clint, 2.19647, 56, 1, 0, cloth
3, cloth, 2.19647, 1, 1, 0, cloth
2, clint, 2.19647, 56, 2, 0, cloud
3, clock, 0.59665, 2, 1, 0.5, cloud
4, cloud, 0.59665, 1, 1, 0.5, cloud
2, clint, 2.19647, 56, 1, 0, clout
3, clout, 2.19647, 1, 1, 0, clout
2, bling, 1.81617, 20, 2, 0, clove
3, clove, 0.59665, 2, 1, 0.5, clove
2, clint, 2.19647, 56, 1, 0, clown
3, clown, 2.19647, 1, 1, 0, clown
2, clint, 2.75029, 183, 2, 0, cluck
3, cluck, 0.59665, 2, 1, 0.5, cluck
2, teind, 2.58176, 120, 3, 0, clued
3, bleed, 0.816292, 3, 1, 0.333333, clued
4, clued, 0.816292, 1, 1, 0.333333, clued
2, clint, 2.75029, 183, 2, 0, clump
3, cluck, 0.59665, 2, 1, 0.5, clump
4, clump, 0.59665, 1, 1, 0.5, clump
2, clint, 2.75029, 183, 1, 0, clung
3, clung, 2.75029, 1, 1, 0, clung
2, loamy, 1.18364, 5, 1, 0.2, coach
3, coach, 1.18364, 1, 1, 0.2, coach
2, boast, 1.07129, 3, 2, 0.333333, coast
3, coast, 0.59665, 2, 1, 0.5, coast
2, cobra, 0.59665, 1, 1, 0.5, cobra
2, liman, 1.86057, 21, 2, 0, cocoa
3, cocoa, 0.59665, 2, 1, 0.5, cocoa
2, culty, 2.5231, 87, 1, 0, colon
3, colon, 2.5231, 1, 1, 0, colon
2, cyton, 1.95353, 26, 1, 0, color
3, color, 1.95353, 1, 1, 0, color
2, meynt, 2.00882, 26, 1, 0, comet
3, comet, 2.00882, 1, 1, 0, comet
2, culty, 2.5231, 87, 1, 0, comfy
3, comfy, 2.5231, 1, 1, 0, comfy
2, culty, 2.5231, 87, 4, 0, comic
3, comic, 1.04167, 4, 1, 0.25, comic
2, liman, 1.86057, 21, 1, 0, comma
3, comma, 1.86057, 1, 1, 0, comma
2, culty, 2.5231, 87, 4, 0, conch
3, comic, 1.04167, 4, 2, 0.25, conch
4, conch, 0.46145, 2, 1, 0.5, conch
2, culty, 2.5231, 87, 4, 0, condo
3, comic, 1.04167, 4, 2, 0.25, condo
4, conch, 0.46145, 2, 1, 0.5, condo
5, condo, 0.46145, 1, 1, 0.5, condo
2, culty, 2.5231, 87, 4, 0, conic
3, comic, 1.04167, 4, 1, 0.25, conic
4, conic, 1.04167, 1, 1, 0.25, conic
2, pilum, 1.57126, 11, 1, 0, copse
3, copse, 1.57126, 1, 1, 0, copse
2, moral, 1.41444, 8, 1, 0.125, coral
3, coral, 1.41444, 1, 1, 0.125, coral
2, rewth, 2.10194, 22, 9, 0, corer
3, black, 1.51746, 9, 2, 0, corer
4, corer, 0.46145, 2, 1, 0.5, corer
2, cyton, 1.95353, 26, 1, 0, corny
3, corny, 1.95353, 1, 1, 0, corny
2, culty, 2.5231, 87, 2, 0, couch
3, couch, 0.59665, 2, 1, 0.5, couch
2, culty, 2.5231, 87, 2, 0, cough
3, couch, 0.59665, 2, 1, 0.5, cough
4, cough, 0.59665, 1, 1, 0.5, cough
2, culty, 2.5231, 87, 1, 0, could
3, could, 2.5231, 1, 1, 0, could
2, culty, 2.5231, 87, 1, 0, count
3, count, 2.5231, 1, 1, 0, count
2, cloud, 1.50974, 10, 1, 0, coupe
3, coupe, 1.50974, 1, 1, 0, coupe
2, dowry, 1.31811, 6, 2, 0.166667, court
3, court, 0.59665, 2, 1, 0.5, court
2, meynt, 2.00882, 26, 5, 0, coven
3, woven, 1.04844, 5, 1, 0.2, coven
4, coven, 1.04844, 1, 1, 0.2, coven
2, rewth, 2.10194, 22, 9, 0, cover
3, black, 1.51746, 9, 2, 0, cover
4, corer, 0.46145, 2, 1, 0.5, cover
5, cover, 0.46145, 1, 1, 0.5, cover
2, meynt, 2.00882, 26, 1, 0, covet
3, covet, 2.00882, 1, 1, 0, covet
2, meynt, 2.00882, 26, 3, 0, covey
3, covey, 0.936092, 3, 1, 0.333333, covey
2, rewth, 2.10194, 22, 4, 0, cower
3, ample, 1.0972, 4, 1, 0, cower
4, cower, 1.0972, 1, 1, 0, cower
2, culty, 2.5231, 87, 1, 0, coyly
3, coyly, 2.5231, 1, 1, 0, coyly
2, clint, 2.11746, 40, 3, 0, crack
3, crack, 0.936092, 3, 1, 0.333333, crack
2, clint, 2.11746, 40, 1, 0, craft
3, craft, 2.11746, 1, 1, 0, craft
2, clint, 2.11746, 40, 3, 0, cramp
3, crack, 0.936092, 3, 2, 0.333333, cramp
4, cramp, 0.46145, 2, 1, 0.5, cramp
2, diact, 1.93351, 19, 3, 0, crane
3, crane, 0.936092, 3, 1, 0.333333, crane
2, clint, 2.11746, 40, 1, 0, crank
3, crank, 2.11746, 1, 1, 0, crank
2, bachs, 1.40178, 7, 1, 0, crash
3, crash, 1.40178, 1, 1, 0, crash
2, bachs, 1.40178, 7, 1, 0, crass
3, crass, 1.40178, 1, 1, 0, crass
2, diact, 1.93351, 19, 1, 0, crate
3, crate, 1.93351, 1, 1, 0, crate
2, diact, 1.93351, 19, 3, 0, crave
3, crane, 0.936092, 3, 2, 0.333333, crave
4, crave, 0.46145, 2, 1, 0.5, crave
2, clint, 2.11746, 40, 1, 0, crawl
3, crawl, 2.11746, 1, 1, 0, crawl
2, diact, 1.93351, 19, 3, 0, craze
3, crane, 0.936092, 3, 2, 0.333333, craze
4, crave, 0.46145, 2, 1, 0.5, craze
5, craze, 0.46145, 1, 1, 0.5, craze
2, clint, 2.11746, 40, 3, 0, crazy
3, crack, 0.936092, 3, 2, 0.333333, crazy
4, cramp, 0.46145, 2, 1, 0.5, crazy
5, crazy, 0.46145, 1, 1, 0.5, crazy
2, talar, 2.45898, 61, 11, 0, creak
3, becke, 1.46873, 11, 1, 0, creak
4, creak, 1.46873, 1, 1, 0, creak
2, talar, 2.45898, 61, 11, 0, cream
3, becke, 1.46873, 11, 1, 0, cream
4, cream, 1.46873, 1, 1, 0, cream
2, trued, 1.67209, 13, 1, 0, credo
3, credo, 1.67209, 1, 1, 0, credo
2, tined, 2.70047, 117, 4, 0, creed
3, befog, 1.0972, 4, 1, 0, creed
4, creed, 1.0972, 1, 1, 0, creed
2, tined, 2.70047, 117, 25, 0, creek
3, flump, 1.81192, 25, 3, 0, creek
4, cheer, 0.681092, 3, 1, 0.333333, creek
5, creek, 0.681092, 1, 1, 0.333333, creek
2, tined, 2.70047, 117, 25, 0, creep
3, flump, 1.81192, 25, 1, 0, creep
4, creep, 1.81192, 1, 1, 0, creep
2, pudic, 2.15168, 39, 1, 0, creme
3, creme, 2.15168, 1, 1, 0, creme
2, pudic, 2.15168, 39, 1, 0, crepe
3, crepe, 2.15168, 1, 1, 0, crepe
2, tined, 2.70047, 117, 7, 0, crept
3, crept, 1.18351, 7, 1, 0.142857, crept
2, richt, 1.72831, 15, 1, 0, cress
3, cress, 1.72831, 1, 1, 0, cress
2, richt, 1.72831, 15, 1, 0, crest
3, crest, 1.72831, 1, 1, 0, crest
2, glint, 2.24806, 57, 5, 0, crick
3, crimp, 1.04844, 5, 1, 0.2, crick
4, crick, 1.04844, 1, 1, 0.2, crick
2, tined, 2.70047, 117, 4, 0, cried
3, decaf, 1.0972, 4, 1, 0, cried
4, cried, 1.0972, 1, 1, 0, cried
2, tined, 2.70047, 117, 5, 0, crier
3, brief, 1.04844, 5, 1, 0.2, crier
4, crier, 1.04844, 1, 1, 0.2, crier
2, pudic, 2.15168, 39, 2, 0, crime
3, crime, 0.59665, 2, 1, 0.5, crime
2, glint, 2.24806, 57, 5, 0, crimp
3, crimp, 1.04844, 5, 1, 0.2, crimp
2, crust, 1.69152, 16, 1, 0.0625, crisp
3, crisp, 1.69152, 1, 1, 0.0625, crisp
2, baron, 1.99027, 27, 2, 0.037037, croak
3, aroma, 0.59665, 2, 1, 0.5, croak
4, croak, 0.59665, 1, 1, 0.5, croak
2, cutin, 2.37455, 59, 3, 0, crock
3, crock, 0.816292, 3, 1, 0.333333, crock
2, pownd, 1.79128, 14, 1, 0, crone
3, crone, 1.79128, 1, 1, 0, crone
2, cutin, 2.37455, 59, 1, 0, crony
