turn,guess,entropy,aspce_old,aspce_new,p,answer
3,bugle,5.06772,1,1,0,bugle
2,clint,5.5085,183,3,0,build
3,build,1.58496,3,1,0.333333,build
2,clint,5.5085,183,3,0,built
3,badge,1.58496,3,1,0,built
4,built,1.58496,1,1,0,built
2,guilt,5.06772,79,2,0,bulge
3,bulge,1,2,1,0.5,bulge
2,clint,5.5085,183,8,0,bulky
3,badly,2.5,8,1,0,bulky
4,bulky,2.5,1,1,0,bulky
2,clint,5.5085,183,8,0,bully
3,badly,2.5,8,1,0,bully
4,bully,2.5,1,1,0,bully
2,clint,5.5085,183,4,0,bunch
3,abamp,2,4,1,0,bunch
4,bunch,2,1,1,0,bunch
2,clint,5.5085,183,2,0,bunny
3,bunny,1,2,1,0.5,bunny
2,glint,4.65581,57,5,0,burly
3,bardy,2.32193,5,1,0,burly
4,burly,2.32193,1,1,0,burly
2,glint,4.65581,57,2,0,burnt
3,brunt,1,2,1,0.5,burnt
4,burnt,1,1,1,0.5,burnt
2,cruft,3.75,16,1,0,burst
3,burst,3.75,1,1,0,burst
2,teugh,3.78714,19,1,0,bused
3,bused,3.78714,1,1,0,bused
2,mythi,4.2485,33,2,0,bushy
3,bushy,1,2,1,0.5,bushy
2,clint,5.5085,183,3,0,butch
3,aband,1.58496,3,1,0,butch
4,butch,1.58496,1,1,0,butch
2,guilt,5.06772,79,1,0,butte
3,butte,5.06772,1,1,0,butte
2,clint,4.88754,56,4,0,buxom
3,gumbo,2,4,1,0.25,buxom
4,buxom,2,1,1,0.25,buxom
2,tined,4.38699,117,25,0,buyer
3,flump,3.75327,25,2,0,buyer
4,buyer,1,2,1,0.5,buyer
2,clint,5.17137,138,12,0,bylaw
3,dampy,3.58496,12,1,0,bylaw
4,bylaw,3.58496,1,1,0,bylaw
2,clint,5.17137,138,2,0,cabal
3,cabal,1,2,1,0.5,cabal
2,clint,5.17137,138,2,0,cabby
3,cabby,1,2,1,0.5,cabby
2,clint,5.17137,138,1,0,cabin
3,cabin,5.17137,1,1,0,cabin
2,gault,4.01177,40,4,0,cable
3,becap,2,4,1,0,cable
4,cable,2,1,1,0,cable
2,cloot,4.40569,44,1,0,cacao
3,cacao,4.40569,1,1,0,cacao
2,gault,4.01177,40,7,0,cache
3,amnic,2.80735,7,1,0,cache
4,cache,2.80735,1,1,0,cache
2,clint,5.17137,138,1,0,cacti
3,cacti,5.17137,1,1,0,cacti
2,clint,5.17137,138,2,0,caddy
3,cabby,1,2,1,0.5,caddy
4,caddy,1,1,1,0.5,caddy
2,natal,4.53708,68,2,0,cadet
3,cadet,1,2,1,0.5,cadet
2,natal,4.53708,68,1,0,cagey
3,cagey,4.53708,1,1,0,cagey
2,humic,3.0958,11,1,0,cairn
3,cairn,3.0958,1,1,0,cairn
2,natal,4.53708,68,6,0,camel
3,bumph,2.58496,6,1,0,camel
4,camel,2.58496,1,1,0,camel
2,cameo,2,4,1,0.25,cameo
2,clint,5.17137,138,1,0,canal
3,canal,5.17137,1,1,0,canal
2,clint,5.17137,138,1,0,candy
3,candy,5.17137,1,1,0,candy
2,clint,5.17137,138,1,0,canny
3,canny,5.17137,1,1,0,canny
2,bundt,3,8,1,0,canoe
3,canoe,3,1,1,0,canoe
2,cloot,4.40569,44,1,0,canon
3,canon,4.40569,1,1,0,canon
2,talar,3.69415,61,15,0,caper
3,pigmy,2.86625,15,1,0,caper
4,caper,2.86625,1,1,0,caper
2,clint,5.17137,138,1,0,caput
3,caput,5.17137,1,1,0,caput
2,riyal,4.22281,42,2,0,carat
3,carat,1,2,1,0.5,carat
2,maron,3.65823,27,1,0,cargo
3,cargo,3.65823,1,1,0,cargo
2,maron,3.65823,27,2,0,carol
3,carol,1,2,1,0.5,carol
2,humic,3.0958,11,1,0,carry
3,carry,3.0958,1,1,0,carry
2,barca,2.80735,7,1,0,carve
3,carve,2.80735,1,1,0,carve
2,thump,3.13957,15,3,0,caste
3,abaca,1.58496,3,1,0,caste
4,caste,1.58496,1,1,0,caste
2,clint,5.17137,138,2,0,catch
3,catch,1,2,1,0.5,catch
2,talar,3.69415,61,4,0,cater
3,beech,2,4,1,0,cater
4,cater,2,1,1,0,cater
2,clint,5.17137,138,2,0,catty
3,catch,1,2,1,0.5,catty
4,catty,1,1,1,0.5,catty
2,clint,5.17137,138,2,0,caulk
3,cabal,1,2,1,0.5,caulk
4,caulk,1,1,1,0.5,caulk
2,thump,3.13957,15,2,0,cause
3,abuse,1,2,1,0.5,cause
4,cause,1,1,1,0.5,cause
2,clint,5.17137,138,1,0,cavil
3,cavil,5.17137,1,1,0,cavil
2,belch,2.80735,7,1,0,cease
3,cease,2.80735,1,1,0,cease
2,talar,3.69415,61,3,0,cedar
3,cedar,1.58496,3,1,0.333333,cedar
2,lento,4.00386,25,2,0,cello
3,cello,1,2,1,0.5,cello
2,glitz,3.18201,28,8,0,chafe
3,heave,2.75,8,1,0.125,chafe
4,chafe,2.75,1,1,0.125,chafe
2,clink,4.59644,40,2,0,chaff
3,chaff,1,2,1,0.5,chaff
2,clink,4.59644,40,1,0,chain
3,chain,4.59644,1,1,0,chain
2,clint,4.27507,40,1,0,chair
3,chair,4.27507,1,1,0,chair
2,clink,4.59644,40,1,0,chalk
3,chalk,4.59644,1,1,0,chalk
2,clink,4.59644,40,2,0,champ
3,chaff,1,2,1,0.5,champ
4,champ,1,1,1,0.5,champ
2,clink,4.59644,40,1,0,chant
3,chant,4.59644,1,1,0,chant
2,chaos,4.59644,1,1,0,chaos
2,dhuti,3.54659,13,1,0,chard
3,chard,3.54659,1,1,0,chard
2,dhuti,3.54659,13,2,0,charm
3,charm,1,2,1,0.5,charm
2,dhuti,3.54659,13,1,0,chart
3,chart,3.54659,1,1,0,chart
2,belch,2.80735,7,1,0,chase
3,chase,2.80735,1,1,0,chase
2,chals,3.32486,14,1,0,chasm
3,chasm,3.32486,1,1,0,chasm
2,natal,4.53708,68,4,0,cheap
3,ahead,2,4,1,0.25,cheap
4,cheap,2,1,1,0.25,cheap
2,natal,4.53708,68,4,0,cheat
3,cheat,2,4,1,0.25,cheat
2,teind,5.12671,120,10,0,check
3,excel,3.32193,10,1,0.1,check
4,check,3.32193,1,1,0.1,check
2,teind,5.12671,120,10,0,cheek
3,excel,3.32193,10,1,0.1,cheek
4,cheek,3.32193,1,1,0.1,cheek
2,tined,4.38699,117,25,0,cheer
3,flump,3.75327,25,3,0,cheer
4,cheer,1.58496,3,1,0.333333,cheer
2,teugh,3.78714,19,1,0,chess
3,chess,3.78714,1,1,0,chess
2,teugh,3.78714,19,1,0,chest
3,chest,3.78714,1,1,0,chest
2,clint,5.5085,183,1,0,chick
3,chick,5.5085,1,1,0,chick
2,guilt,5.06772,79,4,0,chide
3,chide,2,4,1,0.25,chide
2,teind,5.12671,120,1,0,chief
3,chief,5.12671,1,1,0,chief
2,clint,5.5085,183,3,0,child
3,aduki,1.58496,3,1,0,child
4,child,1.58496,1,1,0,child
2,clint,5.5085,183,3,0,chili
3,aduki,1.58496,3,1,0,chili
4,chili,1.58496,1,1,0,chili
2,clint,5.5085,183,3,0,chill
3,aduki,1.58496,3,1,0,chill
4,chill,1.58496,1,1,0,chill
2,guilt,5.06772,79,4,0,chime
3,chide,2,4,1,0.25,chime
4,chime,2,1,1,0.25,chime
2,clint,5.17137,138,1,0,china
3,china,5.17137,1,1,0,china
2,fitch,3.70044,13,1,0,chirp
3,chirp,3.70044,1,1,0,chirp
2,clint,4.88754,56,1,0,chock
3,chock,4.88754,1,1,0,chock
2,cutin,4.05978,59,1,0,choir
3,choir,4.05978,1,1,0,choir
2,bling,3.78418,20,3,0,choke
3,choke,1.58496,3,1,0.333333,choke
2,acidy,3,8,1,0,chord
3,chord,3,1,1,0,chord
2,chore,1,2,1,0.5,chore
2,aitch,2.32193,5,1,0,chose
3,chose,2.32193,1,1,0,chose
2,clint,5.5085,183,2,0,chuck
3,chuck,1,2,1,0.5,chuck
2,clint,5.5085,183,2,0,chump
3,chuck,1,2,1,0.5,chump
4,chump,1,1,1,0.5,chump
2,clint,5.5085,183,1,0,chunk
3,chunk,5.5085,1,1,0,chunk
2,fitch,3.70044,13,1,0,churn
3,churn,3.70044,1,1,0,churn
2,guilt,5.06772,79,2,0,chute
3,chute,1,2,1,0.5,chute
2,tined,4.38699,117,4,0,cider
3,ridic,2,4,1,0,cider
4,cider,2,1,1,0,cider
2,riyal,4.22281,42,2,0,cigar
3,cigar,1,2,1,0.5,cigar
2,clint,5.5085,183,3,0,cinch
3,cinch,1.58496,3,1,0.333333,cinch
2,riyal,4.22281,42,1,0,circa
3,circa,4.22281,1,1,0,circa
2,clint,5.5085,183,2,0,civic
3,civic,1,2,1,0.5,civic
2,clint,5.5085,183,1,0,civil
3,civil,5.5085,1,1,0,civil
2,clink,4.59644,40,1,0,clack
3,clack,4.59644,1,1,0,clack
2,clink,4.59644,40,1,0,claim
3,claim,4.59644,1,1,0,claim
2,clink,4.59644,40,1,0,clamp
3,clamp,4.59644,1,1,0,clamp
2,clink,4.59644,40,1,0,clang
3,clang,4.59644,1,1,0,clang
2,clink,4.59644,40,1,0,clank
3,clank,4.59644,1,1,0,clank
2,chals,3.32486,14,1,0,clash
3,clash,3.32486,1,1,0,clash
2,chals,3.32486,14,1,0,clasp
3,clasp,3.32486,1,1,0,clasp
2,chals,3.32486,14,1,0,class
3,class,3.32486,1,1,0,class
2,natal,4.53708,68,2,0,clean
3,clean,1,2,1,0.5,clean
2,talar,3.69415,61,1,0,clear
3,clear,3.69415,1,1,0,clear
2,natal,4.53708,68,4,0,cleat
3,acerb,2,4,1,0,cleat
4,cleat,2,1,1,0,cleat
2,teind,5.12671,120,6,0,cleft
3,cleft,2.58496,6,1,0.166667,cleft
2,delft,3.37878,14,1,0,clerk
3,clerk,3.37878,1,1,0,clerk
2,clint,5.5085,183,3,0,click
3,abaca,1.58496,3,1,0,click
4,click,1.58496,1,1,0,click
2,clint,5.5085,183,3,0,cliff
3,abaca,1.58496,3,1,0,cliff
4,cliff,1.58496,1,1,0,cliff
2,clint,5.5085,183,3,0,climb
3,abaca,1.58496,3,1,0,climb
4,climb,1.58496,1,1,0,climb
2,clint,5.5085,183,2,0,cling
3,cling,1,2,1,0.5,cling
2,clint,5.5085,183,2,0,clink
3,cling,1,2,1,0.5,clink
4,clink,1,1,1,0.5,clink
2,cloot,4.40569,44,1,0,cloak
3,cloak,4.40569,1,1,0,cloak
2,clint,4.88754,56,2,0,clock
3,clock,1,2,1,0.5,clock
2,bling,3.78418,20,1,0,clone
3,clone,3.78418,1,1,0,clone
2,aitch,2.32193,5,1,0,close
3,close,2.32193,1,1,0,close
2,clint,4.88754,56,1,0,cloth
3,cloth,4.88754,1,1,0,cloth
2,clint,4.88754,56,2,0,cloud
3,clock,1,2,1,0.5,cloud
4,cloud,1,1,1,0.5,cloud
2,clint,4.88754,56,1,0,clout
3,clout,4.88754,1,1,0,clout
2,bling,3.78418,20,2,0,clove
3,clove,1,2,1,0.5,clove
2,clint,4.88754,56,1,0,clown
3,clown,4.88754,1,1,0,clown
2,clint,5.5085,183,2,0,cluck
3,cluck,1,2,1,0.5,cluck
2,teind,5.12671,120,3,0,clued
3,bleed,1.58496,3,1,0.333333,clued
4,clued,1.58496,1,1,0.333333,clued
2,clint,5.5085,183,2,0,clump
3,cluck,1,2,1,0.5,clump
4,clump,1,1,1,0.5,clump
2,clint,5.5085,183,1,0,clung
3,clung,5.5085,1,1,0,clung
2,loamy,2.32193,5,1,0.2,coach
3,coach,2.32193,1,1,0.2,coach
2,abaca,1.58496,3,1,0,coast
3,coast,1.58496,1,1,0,coast
2,cobra,1.58496,1,1,0,cobra
2,liman,3.6897,21,2,0,cocoa
3,cocoa,1,2,1,0.5,cocoa
2,culty,4.44757,87,1,0,colon
3,colon,4.44757,1,1,0,colon
2,cyton,3.84027,26,1,0,color
3,color,3.84027,1,1,0,color
2,meynt,3.53257,26,1,0,comet
3,comet,3.53257,1,1,0,comet
2,culty,4.44757,87,1,0,comfy
3,comfy,4.44757,1,1,0,comfy
2,culty,4.44757,87,4,0,comic
3,abmho,2,4,1,0,comic
4,comic,2,1,1,0,comic
2,liman,3.6897,21,1,0,comma
3,comma,3.6897,1,1,0,comma
2,culty,4.44757,87,4,0,conch
3,abmho,2,4,1,0,conch
4,conch,2,1,1,0,conch
2,culty,4.44757,87,4,0,condo
3,abmho,2,4,1,0,condo
4,condo,2,1,1,0,condo
2,culty,4.44757,87,4,0,conic
3,abmho,2,4,1,0,conic
4,conic,2,1,1,0,conic
2,pilum,3.27761,11,1,0,copse
3,copse,3.27761,1,1,0,copse
2,balmy,3,8,1,0,coral
3,coral,3,1,1,0,coral
2,rewth,2.49197,22,9,0,corer
3,black,2.19716,9,2,0,corer
4,corer,1,2,1,0.5,corer
2,cyton,3.84027,26,1,0,corny
3,corny,3.84027,1,1,0,corny
2,culty,4.44757,87,2,0,couch
3,couch,1,2,1,0.5,couch
2,culty,4.44757,87,2,0,cough
3,couch,1,2,1,0.5,cough
4,cough,1,1,1,0.5,cough
2,culty,4.44757,87,1,0,could
3,could,4.44757,1,1,0,could
2,culty,4.44757,87,1,0,count
3,count,4.44757,1,1,0,count
2,cloud,3.32193,10,1,0,coupe
3,coupe,3.32193,1,1,0,coupe
2,adult,2.58496,6,1,0,court
3,court,2.58496,1,1,0,court
2,meynt,3.53257,26,5,0,coven
3,woven,2.32193,5,1,0.2,coven
4,coven,2.32193,1,1,0.2,coven
2,rewth,2.49197,22,9,0,cover
3,black,2.19716,9,2,0,cover
4,corer,1,2,1,0.5,cover
5,cover,1,1,1,0.5,cover
2,meynt,3.53257,26,1,0,covet
3,covet,3.53257,1,1,0,covet
2,meynt,3.53257,26,3,0,covey
3,abode,1.58496,3,1,0,covey
4,covey,1.58496,1,1,0,covey
2,rewth,2.49197,22,4,0,cower
3,ample,2,4,1,0,cower
4,cower,2,1,1,0,cower
2,culty,4.44757,87,1,0,coyly
3,coyly,4.44757,1,1,0,coyly
2,clint,4.27507,40,3,0,crack
3,abysm,1.58496,3,1,0,crack
4,crack,1.58496,1,1,0,crack
2,clint,4.27507,40,1,0,craft
3,craft,4.27507,1,1,0,craft
2,clint,4.27507,40,3,0,cramp
3,abysm,1.58496,3,1,0,cramp
4,cramp,1.58496,1,1,0,cramp
2,diact,2.97084,19,3,0,crane
3,anvil,1.58496,3,1,0,crane
4,crane,1.58496,1,1,0,crane
2,clint,4.27507,40,1,0,crank
3,crank,4.27507,1,1,0,crank
2,bachs,2.80735,7,1,0,crash
3,crash,2.80735,1,1,0,crash
2,bachs,2.80735,7,1,0,crass
3,crass,2.80735,1,1,0,crass
2,diact,2.97084,19,1,0,crate
3,crate,2.97084,1,1,0,crate
2,diact,2.97084,19,3,0,crave
3,anvil,1.58496,3,1,0,crave
4,crave,1.58496,1,1,0,crave
2,clint,4.27507,40,1,0,crawl
3,crawl,4.27507,1,1,0,crawl
2,diact,2.97084,19,3,0,craze
3,anvil,1.58496,3,1,0,craze
4,craze,1.58496,1,1,0,craze
2,clint,4.27507,40,3,0,crazy
3,abysm,1.58496,3,1,0,crazy
4,crazy,1.58496,1,1,0,crazy
2,talar,3.69415,61,11,0,creak
3,brack,3.0958,11,1,0,creak
4,creak,3.0958,1,1,0,creak
2,talar,3.69415,61,11,0,cream
3,brack,3.0958,11,1,0,cream
4,cream,3.0958,1,1,0,cream
2,trued,3.2389,13,1,0,credo
3,credo,3.2389,1,1,0,credo
2,tined,4.38699,117,4,0,creed
3,befog,2,4,1,0,creed
4,creed,2,1,1,0,creed
2,tined,4.38699,117,25,0,creek
3,flump,3.75327,25,3,0,creek
4,cheer,1.58496,3,1,0.333333,creek
5,creek,1.58496,1,1,0.333333,creek
2,tined,4.38699,117,25,0,creep
3,flump,3.75327,25,1,0,creep
4,creep,3.75327,1,1,0,creep
2,pudic,4.0055,39,1,0,creme
3,creme,4.0055,1,1,0,creme
2,pudic,4.0055,39,1,0,crepe
3,crepe,4.0055,1,1,0,crepe
2,tined,4.38699,117,7,0,crept
3,crept,2.80735,7,1,0.142857,crept
2,richt,3.37356,15,1,0,cress
3,cress,3.37356,1,1,0,cress
2,richt,3.37356,15,1,0,crest
3,crest,3.37356,1,1,0,crest
2,glint,4.65581,57,5,0,crick
3,crimp,2.32193,5,1,0.2,crick
4,crick,2.32193,1,1,0.2,crick
2,tined,4.38699,117,4,0,cried
3,decaf,2,4,1,0,cried
4,cried,2,1,1,0,cried
2,tined,4.38699,117,5,0,crier
3,brief,2.32193,5,1,0.2,crier
4,crier,2.32193,1,1,0.2,crier
2,pudic,4.0055,39,2,0,crime
3,crime,1,2,1,0.5,crime
2,glint,4.65581,57,5,0,crimp
3,crimp,2.32193,5,1,0.2,crimp
2,cruft,3.75,16,1,0,crisp
3,crisp,3.75,1,1,0,crisp
2,maron,3.65823,27,2,0,croak
3,broad,1,2,1,0.5,croak
4,croak,1,1,1,0.5,croak
2,cutin,4.05978,59,3,0,crock
3,crock,1.58496,3,1,0.333333,crock
2,pownd,2.80735,14,1,0,crone
3,crone,2.80735,1,1,0,crone
2,cutin,4.05978,59,1,0,crony
3,crony,4.05978,1,1,0,crony
2,cutin,4.05978,59,3,0,crook
3,crock,1.58496,3,1,0.333333,crook
4,crook,1.58496,1,1,0.333333,crook
2,acids,2.32193,5,1,0,cross
3,cross,2.32193,1,1,0,cross
2,cutin,4.05978,59,1,0,croup
3,croup,4.05978,1,1,0,croup
2,cutin,4.05978,59,3,0,crowd
3,crock,1.58496,3,1,0.333333,crowd
4,crowd,1.58496,1,1,0.333333,crowd
2,cutin,4.05978,59,1,0,crown
3,crown,4.05978,1,1,0,crown
2,pudic,4.0055,39,1,0,crude
3,crude,4.0055,1,1,0,crude
2,tined,4.38699,117,25,0,cruel
3,flump,3.75327,25,2,0,cruel
4,cruel,1,2,1,0.5,cruel
2,glint,4.65581,57,5,0,crumb
3,crumb,2.32193,5,1,0.2,crumb
2,glint,4.65581,57,5,0,crump
3,crumb,2.32193,5,1,0.2,crump
4,crump,2.32193,1,1,0.2,crump
2,cruft,3.75,16,1,0,crush
3,crush,3.75,1,1,0,crush
2,cruft,3.75,16,1,0,crust
3,crust,3.75,1,1,0,crust
2,glint,4.65581,57,1,0,crypt
3,crypt,4.65581,1,1,0,crypt
2,clint,5.5085,183,2,0,cubic
3,civic,1,2,1,0.5,cubic
4,cubic,1,1,1,0.5,cubic
2,clint,5.5085,183,3,0,cumin
3,cinch,1.58496,3,1,0.333333,cumin
4,cumin,1.58496,1,1,0.333333,cumin
2,cutin,4.05978,59,1,0,curio
3,curio,4.05978,1,1,0,curio
2,glint,4.65581,57,5,0,curly
3,bardy,2.32193,5,1,0,curly
4,curly,2.32193,1,1,0,curly
2,fitch,3.70044,13,1,0,curry
3,curry,3.70044,1,1,0,curry
2,centu,2.80735,7,1,0,curse
3,curse,2.80735,1,1,0,curse
2,pudic,4.0055,39,1,0,curve
3,curve,4.0055,1,1,0,curve
2,glint,4.65581,57,5,0,curvy
3,crumb,2.32193,5,1,0.2,curvy
4,curvy,2.32193,1,1,0.2,curvy
2,guilt,5.06772,79,1,0,cutie
3,cutie,5.06772,1,1,0,cutie
2,tined,4.38699,117,25,0,cyber
3,flump,3.75327,25,3,0,cyber
4,cheer,1.58496,3,1,0.333333,cyber
5,cyber,1.58496,1,1,0.333333,cyber
2,guilt,5.06772,79,2,0,cycle
3,belle,1,2,1,0.5,cycle
4,cycle,1,1,1,0.5,cycle
2,clint,5.5085,183,3,0,cynic
3,cinch,1.58496,3,1,0.333333,cynic
4,cynic,1.58496,1,1,0.333333,cynic
2,clint,5.17137,138,15,0,daddy
3,midgy,3.64022,15,2,0,daddy
4,daddy,1,2,1,0.5,daddy
2,clint,5.17137,138,3,0,daily
3,daily,1.58496,3,1,0.333333,daily
2,humic,3.0958,11,2,0,dairy
3,dairy,1,2,1,0.5,dairy
2,linty,3.93618,23,1,0,daisy
3,daisy,3.93618,1,1,0,daisy
2,clint,5.17137,138,12,0,dally
3,dampy,3.58496,12,1,0,dally
4,dally,3.58496,1,1,0,dally
2,gault,4.01177,40,7,0,dance
3,amnic,2.80735,7,1,0,dance
4,dance,2.80735,1,1,0,dance
2,clint,5.17137,138,6,0,dandy
3,dandy,2.58496,6,1,0.166667,dandy
2,clint,5.17137,138,7,0,datum
3,baffy,2.52164,7,1,0,datum
4,datum,2.52164,1,1,0,datum
2,clint,5.17137,138,6,0,daunt
3,dight,1.79248,6,1,0,daunt
4,daunt,1.79248,1,1,0,daunt
2,depth,3.74899,21,1,0,dealt
3,dealt,3.74899,1,1,0,dealt
2,depth,3.74899,21,1,0,death
3,death,3.74899,1,1,0,death
2,talar,3.69415,61,3,0,debar
3,cedar,1.58496,3,1,0.333333,debar
4,debar,1.58496,1,1,0.333333,debar
2,teind,5.12671,120,1,0,debit
3,debit,5.12671,1,1,0,debit
2,teind,5.12671,120,2,0,debug
3,debug,1,2,1,0.5,debug
2,teind,5.12671,120,2,0,debut
3,debut,1,2,1,0.5,debut
2,natal,4.53708,68,7,0,decal
3,cupid,2.80735,7,1,0,decal
4,decal,2.80735,1,1,0,decal
2,natal,4.53708,68,4,0,decay
3,ahead,2,4,1,0.25,decay
4,decay,2,1,1,0.25,decay
2,trued,3.2389,13,1,0,decor
3,decor,3.2389,1,1,0,decor
2,lento,4.00386,25,1,0,decoy
3,decoy,4.00386,1,1,0,decoy
2,delft,3.37878,14,1,0,decry
3,decry,3.37878,1,1,0,decry
2,tined,4.38699,117,5,0,defer
3,buddy,2.32193,5,1,0,defer
4,defer,2.32193,1,1,0,defer
2,teind,5.12671,120,1,0,deign
3,deign,5.12671,1,1,0,deign
2,teind,5.12671,120,1,0,deity
3,deity,5.12671,1,1,0,deity
2,natal,4.53708,68,4,0,delay
3,abamp,2,4,1,0,delay
4,delay,2,1,1,0,delay
2,natal,4.53708,68,1,0,delta
3,delta,4.53708,1,1,0,delta
2,guilt,5.06772,79,2,0,delve
3,delve,1,2,1,0.5,delve
2,lento,4.00386,25,1,0,demon
3,demon,4.00386,1,1,0,demon
2,tined,4.38699,117,3,0,demur
3,demur,1.58496,3,1,0.333333,demur
2,teind,5.12671,120,1,0,denim
3,denim,5.12671,1,1,0,denim
2,cunit,3,8,1,0,dense
3,dense,3,1,1,0,dense
2,lento,4.00386,25,2,0,depot
3,depot,1,2,1,0.5,depot
2,teind,5.12671,120,2,0,depth
3,debut,1,2,1,0.5,depth
4,depth,1,1,1,0.5,depth
2,tined,4.38699,117,3,0,derby
3,demur,1.58496,3,1,0.333333,derby
4,derby,1.58496,1,1,0.333333,derby
2,tined,4.38699,117,1,0,deter
3,deter,4.38699,1,1,0,deter
2,lento,4.00386,25,2,0,detox
3,depot,1,2,1,0.5,detox
4,detox,1,1,1,0.5,detox
2,guilt,5.06772,79,3,0,deuce
3,deuce,1.58496,3,1,0.333333,deuce
2,teind,5.12671,120,2,0,devil
3,devil,1,2,1,0.5,devil
2,dhuti,3.54659,13,1,0,diary
3,diary,3.54659,1,1,0,diary
2,teind,5.12671,120,1,0,dicey
3,dicey,5.12671,1,1,0,dicey
2,clint,5.5085,183,5,0,digit
3,aswim,1.92193,5,1,0,digit
4,digit,1.92193,1,1,0,digit
2,clint,5.5085,183,14,0,dilly
3,dampy,3.09307,14,1,0,dilly
4,dilly,3.09307,1,1,0,dilly
2,clint,5.5085,183,14,0,dimly
3,dampy,3.09307,14,1,0,dimly
4,dimly,3.09307,1,1,0,dimly
2,tined,4.38699,117,1,0,diner
3,diner,4.38699,1,1,0,diner
2,clint,4.88754,56,3,0,dingo
3,bingo,1.58496,3,1,0.333333,dingo
4,dingo,1.58496,1,1,0.333333,dingo
2,clint,5.5085,183,8,0,dingy
3,dampy,3,8,1,0,dingy
4,dingy,3,1,1,0,dingy
2,bling,3.78418,20,1,0,diode
3,diode,3.78418,1,1,0,diode
2,pudic,4.0055,39,3,0,dirge
3,bride,1.58496,3,1,0.333333,dirge
4,dirge,1.58496,1,1,0.333333,dirge
2,glint,4.65581,57,3,0,dirty
3,birth,1.58496,3,1,0.333333,dirty
4,dirty,1.58496,1,1,0.333333,dirty
2,agloo,2.80735,7,1,0,disco
3,disco,2.80735,1,1,0,disco
2,clint,5.5085,183,5,0,ditch
3,howdy,2.32193,5,1,0,ditch
4,ditch,2.32193,1,1,0,ditch
2,clint,4.88754,56,1,0,ditto
3,ditto,4.88754,1,1,0,ditto
2,clint,5.5085,183,9,0,ditty
3,ditty,2.6416,9,1,0.111111,ditty
2,tined,4.38699,117,4,0,diver
3,ridic,2,4,1,0,diver
4,diver,2,1,1,0,diver
2,clint,5.5085,183,10,0,dizzy
3,fudgy,3.12193,10,1,0,dizzy
4,dizzy,3.12193,1,1,0,dizzy
2,cloud,3.32193,10,1,0,dodge
3,dodge,3.32193,1,1,0,dodge
2,culty,4.44757,87,15,0,dodgy
3,dhobi,3.00624,15,3,0,dodgy
4,dowdy,1.58496,3,1,0.333333,dodgy
5,dodgy,1.58496,1,1,0.333333,dodgy
2,liman,3.6897,21,2,0,dogma
3,dogma,1,2,1,0.5,dogma
2,culty,4.44757,87,3,0,doing
3,doing,1.58496,3,1,0.333333,doing
2,culty,4.44757,87,6,0,dolly
3,defog,2.25163,6,1,0,dolly
4,dolly,2.25163,1,1,0,dolly
2,cyton,3.84027,26,2,0,donor
3,donor,1,2,1,0.5,donor
2,culty,4.44757,87,4,0,donut
3,donut,2,4,1,0.25,donut
2,meynt,3.53257,26,3,0,dopey
3,abode,1.58496,3,1,0,dopey
4,dopey,1.58496,1,1,0,dopey
2,culty,4.44757,87,4,0,doubt
3,donut,2,4,1,0.25,doubt
4,doubt,2,1,1,0.25,doubt
2,culty,4.44757,87,8,0,dough
3,bumph,2.75,8,1,0,dough
4,dough,2.75,1,1,0,dough
2,culty,4.44757,87,15,0,dowdy
3,dhobi,3.00624,15,3,0,dowdy
4,dowdy,1.58496,3,1,0.333333,dowdy
2,meynt,3.53257,26,4,0,dowel
3,advew,2,4,1,0,dowel
4,dowel,2,1,1,0,dowel
2,culty,4.44757,87,15,0,downy
3,dhobi,3.00624,15,3,0,downy
4,dowdy,1.58496,3,1,0.333333,downy
5,downy,1.58496,1,1,0.333333,downy
2,adult,2.58496,6,1,0,dowry
3,dowry,2.58496,1,1,0,dowry
2,meynt,3.53257,26,5,0,dozen
3,woven,2.32193,5,1,0.2,dozen
4,dozen,2.32193,1,1,0.2,dozen
2,clint,4.27507,40,2,0,draft
3,draft,1,2,1,0.5,draft
2,clint,4.27507,40,3,0,drain
3,aband,1.58496,3,1,0,drain
4,drain,1.58496,1,1,0,drain
2,diact,2.97084,19,2,0,drake
3,drake,1,2,1,0.5,drake
2,clint,4.27507,40,4,0,drama
3,aahed,2,4,1,0,drama
4,drama,2,1,1,0,drama
2,clint,4.27507,40,5,0,drank
3,bifid,2.32193,5,1,0,drank
4,drank,2.32193,1,1,0,drank
2,diact,2.97084,19,2,0,drape
3,drake,1,2,1,0.5,drape
4,drape,1,1,1,0.5,drape
2,clint,4.27507,40,2,0,drawl
3,brawl,1,2,1,0.5,drawl
4,drawl,1,1,1,0.5,drawl
2,clint,4.27507,40,3,0,drawn
3,abamp,1.58496,3,1,0,drawn
4,drawn,1.58496,1,1,0,drawn
2,talar,3.69415,61,11,0,dread
3,brack,3.0958,11,2,0,dread
4,dread,1,2,1,0.5,dread
2,talar,3.69415,61,11,0,dream
3,brack,3.0958,11,2,0,dream
4,dread,1,2,1,0.5,dream
5,dream,1,1,1,0.5,dream
2,richt,3.37356,15,2,0,dress
3,dress,1,2,1,0.5,dress
2,tined,4.38699,117,4,0,dried
3,decaf,2,4,1,0,dried
4,dried,2,1,1,0,dried
2,tined,4.38699,117,2,0,drier
